"medicine_name","category","rxcui","source"
"amniotic fluid (bovine)","RxNav Ingredient","1368127","RxNav"
"amnonium acryloyldimethyltaurate - vp copolymer","RxNav Ingredient","1307094","RxNav"
"amobarbital","RxNav Ingredient","719","RxNav"
"amodiaquine","RxNav Ingredient","720","RxNav"
"amodimethicone (1300 cst)","RxNav Ingredient","1535932","RxNav"
"amodimethicone (240 cst)","RxNav Ingredient","2471080","RxNav"
"amodimethicone (3500 cst)","RxNav Ingredient","1483728","RxNav"
"amodimethicone (800 cst)","RxNav Ingredient","1427215","RxNav"
"amoeba proteus","RxNav Ingredient","1313311","RxNav"
"amomum subulatum fruit extract","RxNav Ingredient","2687236","RxNav"
"amomum testaceum seed extract","RxNav Ingredient","2058909","RxNav"
"amomum villosum seed extract","RxNav Ingredient","1872379","RxNav"
"amomum villosum var. xanthioides whole extract","RxNav Ingredient","1535473","RxNav"
"amonafide","RxNav Ingredient","1440270","RxNav"
"amoproxan","RxNav Ingredient","1440271","RxNav"
"amorolfine","RxNav Ingredient","17804","RxNav"
"amorphophallus konjac root extract","RxNav Ingredient","1537210","RxNav"
"amosulalol","RxNav Ingredient","2667256","RxNav"
"amoxapine","RxNav Ingredient","722","RxNav"
"amoxicillin","RxNav Ingredient","723","RxNav"
"ampelopsis delavayana root extract","RxNav Ingredient","2665623","RxNav"
"ampelopsis glandulosa var. brevipedunculata fruit extract","RxNav Ingredient","1746484","RxNav"
"ampelopsis japonica root extract","RxNav Ingredient","1309394","RxNav"
"amphetamine","RxNav Ingredient","725","RxNav"
"amphetaminil","RxNav Ingredient","17813","RxNav"
"amphotericin","RxNav Ingredient","42527","RxNav"
"amphotericin b","RxNav Ingredient","732","RxNav"
"ampicillin","RxNav Ingredient","733","RxNav"
"amprenavir","RxNav Ingredient","228656","RxNav"
"amprolium","RxNav Ingredient","1006654","RxNav"
"amsacrine","RxNav Ingredient","739","RxNav"
"amygdalin","RxNav Ingredient","1371051","RxNav"
"amyl acetate","RxNav Ingredient","1370452","RxNav"
"amyl cinnamal","RxNav Ingredient","1311606","RxNav"
"amyl nitrite","RxNav Ingredient","742","RxNav"
"amyl salicylate","RxNav Ingredient","236149","RxNav"
"amylase","RxNav Ingredient","743","RxNav"
"amylmetacresol","RxNav Ingredient","236248","RxNav"
"amylocaine","RxNav Ingredient","40660","RxNav"
"amyloglucosidase (aspergillus niger)","RxNav Ingredient","2593716","RxNav"
"amylopectin","RxNav Ingredient","1368128","RxNav"
"amylopectin (4,5-dihydroxy-1,3-dimethylimdazolidin-2-one cross linked)","RxNav Ingredient","2634494","RxNav"
"amylose, tapioca","RxNav Ingredient","2171590","RxNav"
"amyris balsamifera oil","RxNav Ingredient","1305639","RxNav"
"anacamptis morio flower extract","RxNav Ingredient","2101419","RxNav"
"anacardium occidentale bark extract","RxNav Ingredient","2591602","RxNav"
"anacardium occidentale fruit extract","RxNav Ingredient","1358956","RxNav"
"anacardium occidentale whole extract","RxNav Ingredient","2180254","RxNav"
"anacaulase","RxNav Ingredient","2626723","RxNav"
"anacyclus pyrethrum root extract","RxNav Ingredient","1309397","RxNav"
"anacystis nidulans","RxNav Ingredient","2200639","RxNav"
"anaerococcus tetradius","RxNav Ingredient","1592903","RxNav"
"anagallis arvensis extract","RxNav Ingredient","1336266","RxNav"
"anagrelide","RxNav Ingredient","596724","RxNav"
"anakinra","RxNav Ingredient","72435","RxNav"
"anamirta cocculus fruit extract","RxNav Ingredient","2591794","RxNav"
"anamirta cocculus seed extract","RxNav Ingredient","1310018","RxNav"
"anamirta cocculus whole extract","RxNav Ingredient","1545038","RxNav"
"anamu preparation","RxNav Ingredient","283537","RxNav"
"ananas comosus whole extract","RxNav Ingredient","2284291","RxNav"
"anaplasma phagocytophilum","RxNav Ingredient","2168766","RxNav"
"anastatica hierochuntica whole extract","RxNav Ingredient","2583869","RxNav"
"anastrozole","RxNav Ingredient","84857","RxNav"
"anazolene acid","RxNav Ingredient","1440972","RxNav"
"ancestim","RxNav Ingredient","140502","RxNav"
"anchovy preparation","RxNav Ingredient","1310517","RxNav"
"ancrod","RxNav Ingredient","772","RxNav"
"ancylostoma caninum","RxNav Ingredient","2469251","RxNav"
"andexanet alfa","RxNav Ingredient","2045114","RxNav"
"androctonus australis venom","RxNav Ingredient","1486798","RxNav"
"androctonus australis whole extract","RxNav Ingredient","2002063","RxNav"
"andrographis paniculata top extract","RxNav Ingredient","1998719","RxNav"
"andrographis paniculata whole extract","RxNav Ingredient","1534766","RxNav"
"androstenedione","RxNav Ingredient","784","RxNav"
"androsterone","RxNav Ingredient","1312359","RxNav"
"anemarrhena asphodeloides root extract","RxNav Ingredient","1735152","RxNav"
"anemarrhena asphodeloides whole extract","RxNav Ingredient","1544272","RxNav"
"anemone americana extract","RxNav Ingredient","1311411","RxNav"
"anemone nemorosa extract","RxNav Ingredient","1310266","RxNav"
"anemone pratensis flowering top extract","RxNav Ingredient","1811457","RxNav"
"anethole","RxNav Ingredient","17881","RxNav"
"anethole trithione","RxNav Ingredient","820","RxNav"
"anethum graveolens leaf extract","RxNav Ingredient","2390284","RxNav"
"anethum graveolens whole extract","RxNav Ingredient","1600751","RxNav"
"angelica acutiloba root extract","RxNav Ingredient","1309200","RxNav"
"angelica acutiloba root oil","RxNav Ingredient","1371908","RxNav"
"angelica anomala root extract","RxNav Ingredient","2590914","RxNav"
"angelica anomala whole extract","RxNav Ingredient","1991256","RxNav"
"angelica archangelica leaf extract","RxNav Ingredient","1309286","RxNav"
"angelica archangelica root extract","RxNav Ingredient","1309828","RxNav"
"angelica archangelica whole extract","RxNav Ingredient","2533831","RxNav"
"angelica atropurpurea root extract","RxNav Ingredient","1435861","RxNav"
"angelica biserrata root extract","RxNav Ingredient","1366320","RxNav"
"angelica biserrata whole extract","RxNav Ingredient","2360136","RxNav"
"angelica dahurica leaf extract","RxNav Ingredient","1606210","RxNav"
"angelica dahurica root extract","RxNav Ingredient","1306167","RxNav"
"angelica dahurica var. formosana root extract","RxNav Ingredient","1923500","RxNav"
"angelica dahurica var. formosana whole extract","RxNav Ingredient","1539965","RxNav"
"angelica dahurica whole extract","RxNav Ingredient","1490679","RxNav"
"angelica gigas root extract","RxNav Ingredient","1307664","RxNav"
"angelica gigas root oil","RxNav Ingredient","1541881","RxNav"
"angelica gigas whole extract","RxNav Ingredient","2287730","RxNav"
"angelica keiskei top extract","RxNav Ingredient","1311538","RxNav"
"angelica polymorpha root extract","RxNav Ingredient","1648927","RxNav"
"angelica pubescens root extract","RxNav Ingredient","1307573","RxNav"
"angelica pubescens whole extract","RxNav Ingredient","1490681","RxNav"
"angelica root oil","RxNav Ingredient","1305640","RxNav"
"angelica seed extract","RxNav Ingredient","1606330","RxNav"
"angelica seed oil","RxNav Ingredient","1305641","RxNav"
"angelica sinensis preparation","RxNav Ingredient","328141","RxNav"
"angelica sinensis root extract","RxNav Ingredient","1307866","RxNav"
"angelica sinensis root oil","RxNav Ingredient","1990417","RxNav"
"angelica sinensis whole extract","RxNav Ingredient","1370729","RxNav"
"angelicin","RxNav Ingredient","2690789","RxNav"
"angiotensin ii","RxNav Ingredient","1999003","RxNav"
"angophora costata whole extract","RxNav Ingredient","2121070","RxNav"
"angostura bark extract","RxNav Ingredient","1322552","RxNav"
"angoumois grain moth allergenic extract","RxNav Ingredient","892360","RxNav"
"anguilla rostrata blood serum","RxNav Ingredient","1313312","RxNav"
"anhydromethylenecitric acid","RxNav Ingredient","2286804","RxNav"
"anhydrovitamin a","RxNav Ingredient","2669473","RxNav"
"anhydroxylitol","RxNav Ingredient","1307762","RxNav"
"aniba rosaeodora whole extract","RxNav Ingredient","2539792","RxNav"
"aniba rosaeodora wood extract","RxNav Ingredient","1312541","RxNav"
"anidulafungin","RxNav Ingredient","341018","RxNav"
"anifrolumab","RxNav Ingredient","2565265","RxNav"
"anigozanthos flavidus flowering top extract","RxNav Ingredient","2621642","RxNav"
"anileridine","RxNav Ingredient","17933","RxNav"
"aniline","RxNav Ingredient","1441546","RxNav"
"aniracetam","RxNav Ingredient","17939","RxNav"
"anisacril","RxNav Ingredient","1311637","RxNav"
"anisate","RxNav Ingredient","1370666","RxNav"
"anise oil","RxNav Ingredient","90926","RxNav"
"anise seed extract","RxNav Ingredient","1309292","RxNav"
"anisindione","RxNav Ingredient","17941","RxNav"
"anisole","RxNav Ingredient","2594597","RxNav"
"anisotropine","RxNav Ingredient","89780","RxNav"
"anistreplase","RxNav Ingredient","40028","RxNav"
"anisum extract","RxNav Ingredient","1320407","RxNav"
"anisyl acetate","RxNav Ingredient","2605801","RxNav"
"anisyl alcohol","RxNav Ingredient","1424668","RxNav"
"annatto extract","RxNav Ingredient","1313764","RxNav"
"annickia chlorantha bark extract","RxNav Ingredient","1307648","RxNav"
"annual bluegrass pollen extract","RxNav Ingredient","898404","RxNav"
"anoectochilus roxburghii whole extract","RxNav Ingredient","2743007","RxNav"
"anogeissus leiocarpus bark extract","RxNav Ingredient","1309403","RxNav"
"anredera cordifolia leaf extract","RxNav Ingredient","2669315","RxNav"
"ansuvimab","RxNav Ingredient","2472152","RxNav"
"antazoline","RxNav Ingredient","865","RxNav"
"anthemis arvensis flowering top extract","RxNav Ingredient","1995251","RxNav"
"anthoxanthum odoratum antigen","RxNav Ingredient","465168","RxNav"
"anthoxanthum odoratum extract","RxNav Ingredient","1319268","RxNav"
"anthralin","RxNav Ingredient","873","RxNav"
"anthraquinone glycoside","RxNav Ingredient","283538","RxNav"
"anthrax immune globulin","RxNav Ingredient","1722336","RxNav"
"anti-inhibitor coagulant complex","RxNav Ingredient","314504","RxNav"
"anti-interleukin-1.alpha. immunoglobulin g rabbit","RxNav Ingredient","1426469","RxNav"
"antiaris toxicara resin","RxNav Ingredient","1370298","RxNav"
"antihemophilic factor (recombinant), fc-vwf-xten fusion protein","RxNav Ingredient","2631084","RxNav"
"antilymphocyte immunoglobulin","RxNav Ingredient","973","RxNav"
"antimony","RxNav Ingredient","1311407","RxNav"
"antimony arsenate","RxNav Ingredient","1313314","RxNav"
"antimony cation (3+)","RxNav Ingredient","1546167","RxNav"
"antimony cation (5+)","RxNav Ingredient","1546283","RxNav"
"antimony pentasulfide","RxNav Ingredient","1337969","RxNav"
"antimony potassium tartrate","RxNav Ingredient","981","RxNav"
"antimony sulfate","RxNav Ingredient","2564026","RxNav"
"antimony tartrate ion","RxNav Ingredient","2384445","RxNav"
"antimony triiodide","RxNav Ingredient","1423913","RxNav"
"antimony trioxide","RxNav Ingredient","2477431","RxNav"
"antimony trisulfide","RxNav Ingredient","1316091","RxNav"
"antioxidant 119","RxNav Ingredient","1489543","RxNav"
"antipyrine","RxNav Ingredient","1001","RxNav"
"antirabies serum,equine","RxNav Ingredient","485234","RxNav"
"antirrhinum majus leaf extract","RxNav Ingredient","2590598","RxNav"
"antithrombin iii","RxNav Ingredient","1009","RxNav"
"apaflurane","RxNav Ingredient","1368129","RxNav"
"apalutamide","RxNav Ingredient","1999574","RxNav"
"apazone","RxNav Ingredient","1029","RxNav"
"aphanamixis polystachya whole extract","RxNav Ingredient","2711882","RxNav"
"aphanizomenon flos-aquae","RxNav Ingredient","1310848","RxNav"
"aphloia theiformis leaf extract","RxNav Ingredient","1425901","RxNav"
"apigenin","RxNav Ingredient","1368130","RxNav"
"apiole","RxNav Ingredient","314506","RxNav"
"apiospora montagnei allergenic extract","RxNav Ingredient","1006258","RxNav"
"apis cerana whole extract","RxNav Ingredient","2590180","RxNav"
"apis cerana whole preparation","RxNav Ingredient","1545170","RxNav"
"apis cerana worker secretion preparation","RxNav Ingredient","1373205","RxNav"
"apis mellifera preparation","RxNav Ingredient","285219","RxNav"
"apis mellifera ven protein","RxNav Ingredient","259525","RxNav"
"apium graveolens whole extract","RxNav Ingredient","2102723","RxNav"
"apixaban","RxNav Ingredient","1364430","RxNav"
"apocarotenal","RxNav Ingredient","1376342","RxNav"
"apocynum androsaemifolium root extract","RxNav Ingredient","1309830","RxNav"
"apocynum cannabinum root extract","RxNav Ingredient","1309506","RxNav"
"apomorphine","RxNav Ingredient","1043","RxNav"
"apple allergenic extract","RxNav Ingredient","891771","RxNav"
"apple cider","RxNav Ingredient","2593711","RxNav"
"apple cider vinegar","RxNav Ingredient","360262","RxNav"
"apple extract","RxNav Ingredient","1424865","RxNav"
"apple fruit oil","RxNav Ingredient","1485785","RxNav"
"apple juice","RxNav Ingredient","1358965","RxNav"
"apple pectin","RxNav Ingredient","283540","RxNav"
"apple peel extract","RxNav Ingredient","2625124","RxNav"
"apple seed extract","RxNav Ingredient","1369395","RxNav"
"apple seed oil","RxNav Ingredient","1799009","RxNav"
"apple wood extract","RxNav Ingredient","2479556","RxNav"
"apraclonidine","RxNav Ingredient","14845","RxNav"
"apremilast","RxNav Ingredient","1492727","RxNav"
"aprepitant","RxNav Ingredient","358255","RxNav"
"apricot allergenic extract","RxNav Ingredient","895574","RxNav"
"apricot extract","RxNav Ingredient","1353891","RxNav"
"apricot fruit oil","RxNav Ingredient","1428854","RxNav"
"apricot juice","RxNav Ingredient","1307043","RxNav"
"apricot kernal oil peg-6 esters","RxNav Ingredient","1305536","RxNav"
"apricot kernel oil","RxNav Ingredient","1318515","RxNav"
"aprindine","RxNav Ingredient","1054","RxNav"
"aprinocarsen","RxNav Ingredient","2634355","RxNav"
"aprobarbital","RxNav Ingredient","17381","RxNav"
"aprocitentan","RxNav Ingredient","2679059","RxNav"
"aprolium","RxNav Ingredient","1546166","RxNav"
"aprotinin","RxNav Ingredient","1056","RxNav"
"aqua regia","RxNav Ingredient","1537801","RxNav"
"aquaporin-1","RxNav Ingredient","2463337","RxNav"
"aquaporin-4","RxNav Ingredient","2370867","RxNav"
"aquilaria malaccensis stem extract","RxNav Ingredient","1307715","RxNav"
"aquilaria sinensis wood extract","RxNav Ingredient","2106559","RxNav"
"aquilegia canadensis whole extract","RxNav Ingredient","2103291","RxNav"
"aquilegia vulgaris extract","RxNav Ingredient","1320411","RxNav"
"arabic gum allergenic extract","RxNav Ingredient","905301","RxNav"
"arabica coffee bean allergenic extract","RxNav Ingredient","891502","RxNav"
"arabica coffee oil","RxNav Ingredient","1362134","RxNav"
"arabidopsis thaliana extract","RxNav Ingredient","1314265","RxNav"
"arachidate","RxNav Ingredient","1716332","RxNav"
"arachidonate","RxNav Ingredient","1368625","RxNav"
"arachidyl alcohol","RxNav Ingredient","1368131","RxNav"
"arachidyl behenate","RxNav Ingredient","1314266","RxNav"
"arachidyl glucoside","RxNav Ingredient","1368132","RxNav"
"arachidyl propionate","RxNav Ingredient","1306211","RxNav"
"arachis hypogaea whole extract","RxNav Ingredient","1792311","RxNav"
"aralia chinensis whole extract","RxNav Ingredient","1746485","RxNav"
"aralia cordata root extract","RxNav Ingredient","1420958","RxNav"
"aralia hispida root extract","RxNav Ingredient","1310007","RxNav"
"aralia racemosa root extract","RxNav Ingredient","1309833","RxNav"
"araneus diadematus preparation","RxNav Ingredient","1353218","RxNav"
"aratinga erythrogenys feather extract","RxNav Ingredient","2481134","RxNav"
"arbekacin","RxNav Ingredient","26397","RxNav"
"arbutamine","RxNav Ingredient","61609","RxNav"
"arbutin","RxNav Ingredient","1367175","RxNav"
"arbutus andrachne leafy shoot extract","RxNav Ingredient","1859365","RxNav"
"archangelenone","RxNav Ingredient","2667257","RxNav"
"arched swimming crab, cooked preparation","RxNav Ingredient","1315108","RxNav"
"arctium lappa fruit extract","RxNav Ingredient","1307677","RxNav"
"arctium lappa fruit oil","RxNav Ingredient","1541708","RxNav"
"arctium lappa root oil","RxNav Ingredient","1866039","RxNav"
"arctium lappa whole extract","RxNav Ingredient","1312542","RxNav"
"arctium minus root extract","RxNav Ingredient","1996103","RxNav"
"arctostaphylos tomentosa whole extract","RxNav Ingredient","2591795","RxNav"
"arctostaphylos uva-ursi leaf extract","RxNav Ingredient","1306212","RxNav"
"arctostaphylos uva-ursi whole extract","RxNav Ingredient","1658432","RxNav"
"ardeparin","RxNav Ingredient","87866","RxNav"
"ardisia crenata root extract","RxNav Ingredient","2610397","RxNav"
"ardisia gigantifolia root extract","RxNav Ingredient","2634530","RxNav"
"ardisia gigantifolia whole extract","RxNav Ingredient","2610398","RxNav"
"ardisia japonica stem extract","RxNav Ingredient","1309405","RxNav"
"areca catechu fruit rind extract","RxNav Ingredient","2477851","RxNav"
"areca catechu seed extract","RxNav Ingredient","2591405","RxNav"
"arformoterol","RxNav Ingredient","304962","RxNav"
"argan oil","RxNav Ingredient","1305642","RxNav"
"argan shell extract","RxNav Ingredient","2634309","RxNav"
"argania spinosa leaf extract","RxNav Ingredient","1593611","RxNav"
"argania spinosa seed extract","RxNav Ingredient","1435100","RxNav"
"argania spinosa whole extract","RxNav Ingredient","1482541","RxNav"
"argatroban","RxNav Ingredient","15202","RxNav"
"argemone mexicana extract","RxNav Ingredient","1537756","RxNav"
"argemone mexicana whole extract","RxNav Ingredient","1442191","RxNav"
"argentina anserina flowering top extract","RxNav Ingredient","1309729","RxNav"
"argentine canola pollen extract","RxNav Ingredient","1484975","RxNav"
"argeratina aromatica root extract","RxNav Ingredient","1315107","RxNav"
"arginine","RxNav Ingredient","1091","RxNav"
"arginine cocoate","RxNav Ingredient","2386216","RxNav"
"arginine ferulate","RxNav Ingredient","2107305","RxNav"
"arginine glutamate","RxNav Ingredient","114464","RxNav"
"arginine pyroglutamate","RxNav Ingredient","1482633","RxNav"
"argipressin","RxNav Ingredient","1098","RxNav"
"argon","RxNav Ingredient","1368133","RxNav"
"arimoclomol","RxNav Ingredient","2694283","RxNav"
"aripiprazole","RxNav Ingredient","89013","RxNav"
"aripiprazole lauroxil","RxNav Ingredient","1673265","RxNav"
"arisaema consanguineum root extract","RxNav Ingredient","1724419","RxNav"
"arisaema dracontium root extract","RxNav Ingredient","1313734","RxNav"
"arisaema erubescens root extract","RxNav Ingredient","1307669","RxNav"
"arisaema erubescens whole extract","RxNav Ingredient","2199293","RxNav"
"arisaema triphyllum root extract","RxNav Ingredient","1309954","RxNav"
"aristolochia clematitis root extract","RxNav Ingredient","1309735","RxNav"
"aristolochia clematitis whole extract","RxNav Ingredient","1552036","RxNav"
"aristolochia cymbifera flower extract","RxNav Ingredient","1858973","RxNav"
"aristolochia serpentaria root extract","RxNav Ingredient","1442192","RxNav"
"aristotelia chilensis fruit extract","RxNav Ingredient","1655978","RxNav"
"arizona ash pollen extract","RxNav Ingredient","852496","RxNav"
"arizona cypress pollen extract","RxNav Ingredient","852814","RxNav"
"armadillidium vulgare whole extract","RxNav Ingredient","2531930","RxNav"
"armodafinil","RxNav Ingredient","641465","RxNav"
"armoracia rusticana whole extract","RxNav Ingredient","1946395","RxNav"
"arnatto leaf extract","RxNav Ingredient","1659194","RxNav"
"arnebia euchroma root extract","RxNav Ingredient","2047171","RxNav"
"arnebia guttata root extract","RxNav Ingredient","2586023","RxNav"
"arnica angustifolia flower extract","RxNav Ingredient","1309943","RxNav"
"arnica chamissonis flower extract","RxNav Ingredient","1309288","RxNav"
"arnica cordifolia flower extract","RxNav Ingredient","1307964","RxNav"
"arnica cordifolia whole extract","RxNav Ingredient","2047350","RxNav"
"arnica extract","RxNav Ingredient","144377","RxNav"
"arnica flowers extract","RxNav Ingredient","283674","RxNav"
"arnica montana extract","RxNav Ingredient","285208","RxNav"
"arnica montana flower extract","RxNav Ingredient","1306166","RxNav"
"arnica montana flower water","RxNav Ingredient","1486086","RxNav"
"arnica montana root extract","RxNav Ingredient","1309947","RxNav"
"aromadendrin","RxNav Ingredient","1601985","RxNav"
"aronia arbutifolia whole extract","RxNav Ingredient","2001614","RxNav"
"aronia melanocarpa fruit extract","RxNav Ingredient","1311541","RxNav"
"aronia melanocarpa fruit juice","RxNav Ingredient","1311549","RxNav"
"arroyo willow pollen extract","RxNav Ingredient","852170","RxNav"
"arsenate","RxNav Ingredient","1375924","RxNav"
"arsenic","RxNav Ingredient","1111","RxNav"
"arsenic cation","RxNav Ingredient","1485046","RxNav"
"arsenic tribromide","RxNav Ingredient","1313315","RxNav"
"arsenic trichloride","RxNav Ingredient","2533832","RxNav"
"arsenic triiodide","RxNav Ingredient","1309691","RxNav"
"arsenic trioxide","RxNav Ingredient","18330","RxNav"
"arsenic trisulfide","RxNav Ingredient","1667210","RxNav"
"arsenite ion","RxNav Ingredient","1546382","RxNav"
"artemether","RxNav Ingredient","18343","RxNav"
"artemisia abrotanum flowering top extract","RxNav Ingredient","1336267","RxNav"
"artemisia abrotanum whole extract","RxNav Ingredient","1313225","RxNav"
"artemisia absinthium flowering top extract","RxNav Ingredient","2168436","RxNav"
"artemisia absinthium whole extract","RxNav Ingredient","2166649","RxNav"
"artemisia afra leaf extract","RxNav Ingredient","2732339","RxNav"
"artemisia annua flowering top extract","RxNav Ingredient","2103290","RxNav"
"artemisia annua leaf extract","RxNav Ingredient","1656306","RxNav"
"artemisia annua whole extract","RxNav Ingredient","2001172","RxNav"
"artemisia argyi leaf extract","RxNav Ingredient","1307649","RxNav"
"artemisia argyi whole extract","RxNav Ingredient","2385106","RxNav"
"artemisia capillaris flower extract","RxNav Ingredient","1307554","RxNav"
"artemisia capillaris leaf extract","RxNav Ingredient","2390758","RxNav"
"artemisia capillaris whole extract","RxNav Ingredient","2570731","RxNav"
"artemisia cina flower extract","RxNav Ingredient","1309510","RxNav"
"artemisia dracunculus whole extract","RxNav Ingredient","1797516","RxNav"
"artemisia maritima flower extract","RxNav Ingredient","1309672","RxNav"
"artemisia mongolica leaf extract","RxNav Ingredient","2043274","RxNav"
"artemisia montana leaf extract","RxNav Ingredient","1942696","RxNav"
"artemisia pallens whole extract","RxNav Ingredient","1603472","RxNav"
"artemisia princeps leaf extract","RxNav Ingredient","1309411","RxNav"
"artemisia princeps leaf oil","RxNav Ingredient","1547467","RxNav"
"artemisia princeps whole extract","RxNav Ingredient","1600435","RxNav"
"artemisia tridentata top oil","RxNav Ingredient","1546863","RxNav"
"artemisia tridentata whole extract","RxNav Ingredient","2533833","RxNav"
"artemisia umbelliformis flower extract","RxNav Ingredient","1307806","RxNav"
"artemisia umbelliformis whole extract","RxNav Ingredient","1539423","RxNav"
"artemisia vulgaris root extract","RxNav Ingredient","1341384","RxNav"
"artemisia vulgaris top oil","RxNav Ingredient","1360630","RxNav"
"artemisia vulgaris whole extract","RxNav Ingredient","1541882","RxNav"
"artemisinin","RxNav Ingredient","2367409","RxNav"
"artesunate","RxNav Ingredient","18346","RxNav"
"arthrospira platensis","RxNav Ingredient","1321355","RxNav"
"articaine","RxNav Ingredient","592464","RxNav"
"artichoke allergenic extract","RxNav Ingredient","891776","RxNav"
"artocarpus styracifolius root extract","RxNav Ingredient","2610399","RxNav"
"arum maculatum root extract","RxNav Ingredient","1309789","RxNav"
"arum palaestinum whole extract","RxNav Ingredient","2122983","RxNav"
"arundinaria gigantea whole extract","RxNav Ingredient","2632731","RxNav"
"arundo pliniana root extract","RxNav Ingredient","1309800","RxNav"
"asafetida extract","RxNav Ingredient","319779","RxNav"
"asarum canadense root extract","RxNav Ingredient","1428416","RxNav"
"asarum europaeum extract","RxNav Ingredient","1012890","RxNav"
"asarum heterotropoides extract","RxNav Ingredient","1372478","RxNav"
"asarum heterotropoides root extract","RxNav Ingredient","1922732","RxNav"
"asarum heterotropoides var. mandshuricum root extract","RxNav Ingredient","1365709","RxNav"
"asarum sieboldii extract","RxNav Ingredient","1793894","RxNav"
"asarum sieboldii root extract","RxNav Ingredient","1307817","RxNav"
"asarum virginicum whole extract","RxNav Ingredient","2667258","RxNav"
"ascaris lumbricoides preparation","RxNav Ingredient","1351898","RxNav"
"asciminib","RxNav Ingredient","2584304","RxNav"
"asclepias curassavica extract","RxNav Ingredient","1348451","RxNav"
"asclepias incarnata root extract","RxNav Ingredient","2102724","RxNav"
"asclepias quadrifolia whole extract","RxNav Ingredient","1314267","RxNav"
"asclepias tuberosa flowering top extract","RxNav Ingredient","1309805","RxNav"
"asclepias tuberosa root extract","RxNav Ingredient","1309413","RxNav"
"ascophyllum nodosum extract","RxNav Ingredient","1311127","RxNav"
"ascorbate","RxNav Ingredient","1370460","RxNav"
"ascorbate manganese","RxNav Ingredient","1144960","RxNav"
"ascorbic acid","RxNav Ingredient","1151","RxNav"
"ascorbyl dipalmitate","RxNav Ingredient","1608545","RxNav"
"ascorbyl glucoside","RxNav Ingredient","1306933","RxNav"
"ascorbyl isostearate","RxNav Ingredient","2106325","RxNav"
"ascorbyl lactoside","RxNav Ingredient","2268052","RxNav"
"ascorbyl methylsilanol pectinate","RxNav Ingredient","1314268","RxNav"
"ascorbyl phosphate","RxNav Ingredient","1370605","RxNav"
"ascorbyl tetraisopalmitate","RxNav Ingredient","1356761","RxNav"
"ascorbyl tocopheryl maleate","RxNav Ingredient","1362140","RxNav"
"ascorbyl tocopheryl phosphate","RxNav Ingredient","1427200","RxNav"
"asenapine","RxNav Ingredient","784649","RxNav"
"asfotase alfa","RxNav Ingredient","1720259","RxNav"
"ash pollen extract","RxNav Ingredient","1484982","RxNav"
"asian ginseng extract","RxNav Ingredient","1370774","RxNav"
"asiatic acid","RxNav Ingredient","1551574","RxNav"
"asiaticoside","RxNav Ingredient","18405","RxNav"
"asimina triloba whole extract","RxNav Ingredient","2534453","RxNav"
"aspalathus linearis leaf extract","RxNav Ingredient","1307645","RxNav"
"aspalathus linearis whole extract","RxNav Ingredient","1653340","RxNav"
"asparaginase","RxNav Ingredient","1156","RxNav"
"asparagine","RxNav Ingredient","1157","RxNav"
"asparagopsis armata extract","RxNav Ingredient","1363627","RxNav"
"asparagus adscendens root extract","RxNav Ingredient","1483729","RxNav"
"asparagus allergenic extract","RxNav Ingredient","891796","RxNav"
"asparagus cochinchinensis whole extract","RxNav Ingredient","2001179","RxNav"
"asparagus cochinchinesis tuber extract","RxNav Ingredient","1307675","RxNav"
"aspartame","RxNav Ingredient","1311524","RxNav"
"aspartate","RxNav Ingredient","42543","RxNav"
"aspartic acid","RxNav Ingredient","1169","RxNav"
"aspen pollen extract","RxNav Ingredient","852339","RxNav"
"asperagenin","RxNav Ingredient","1866040","RxNav"
"aspergillopepsin i (aspergillus phoenicis)","RxNav Ingredient","2593717","RxNav"
"aspergillus amstelodami extract","RxNav Ingredient","2101007","RxNav"
"aspergillus flavus allergenic extract","RxNav Ingredient","999384","RxNav"
"aspergillus flavus var. oryzae","RxNav Ingredient","1329940","RxNav"
"aspergillus flavus var. oryzae protease","RxNav Ingredient","1307040","RxNav"
"aspergillus fumigatus","RxNav Ingredient","1182","RxNav"
"aspergillus fumigatus allergenic extract","RxNav Ingredient","466192","RxNav"
"aspergillus nidulans allergenic extract","RxNav Ingredient","1368357","RxNav"
"aspergillus niger allergenic extract","RxNav Ingredient","1742530","RxNav"
"aspergillus niger immunoserum rabbit","RxNav Ingredient","1313283","RxNav"
"aspergillus niger preparation","RxNav Ingredient","350312","RxNav"
"aspergillus niger var. niger allergenic extract","RxNav Ingredient","1006297","RxNav"
"aspergillus niger var. niger extract","RxNav Ingredient","854082","RxNav"
"aspergillus repens allergenic extract","RxNav Ingredient","1006310","RxNav"
"aspergillus ruber","RxNav Ingredient","1324086","RxNav"
"aspergillus terreus allergenic extract","RxNav Ingredient","314324","RxNav"
"aspergillus terreus extract","RxNav Ingredient","999408","RxNav"
"aspidosperma quebracho-blanco bark extract","RxNav Ingredient","1309812","RxNav"
"aspidosperma quebracho-blanco root extract","RxNav Ingredient","2591796","RxNav"
"aspirin","RxNav Ingredient","1191","RxNav"
"asplenium scolopendrium top extract","RxNav Ingredient","1482547","RxNav"
"asplenium scolopendrium whole extract","RxNav Ingredient","1543293","RxNav"
"astacus astacus extract","RxNav Ingredient","1370790","RxNav"
"astacus crayfish whole extract","RxNav Ingredient","2180412","RxNav"
"astaxanthin","RxNav Ingredient","18451","RxNav"
