"medicine_name","category","rxcui","source"
"hemocyte plus","RxNav Brand Name","1087396","RxNav"
"hemocyte-f","RxNav Brand Name","217508","RxNav"
"hemofil","RxNav Brand Name","227719","RxNav"
"hemorrodil plus","RxNav Brand Name","1491718","RxNav"
"hemox a","RxNav Brand Name","672190","RxNav"
"hemril","RxNav Brand Name","1291086","RxNav"
"hepagam b","RxNav Brand Name","643799","RxNav"
"hepatamine 8","RxNav Brand Name","800930","RxNav"
"heplisav-b","RxNav Brand Name","1994348","RxNav"
"hepsera","RxNav Brand Name","342285","RxNav"
"hepzato","RxNav Brand Name","2671192","RxNav"
"her style","RxNav Brand Name","1855514","RxNav"
"herceptin","RxNav Brand Name","101306","RxNav"
"herceptin hylecta","RxNav Brand Name","2119715","RxNav"
"hercessi","RxNav Brand Name","2700719","RxNav"
"herklin","RxNav Brand Name","1988405","RxNav"
"hernexeos","RxNav Brand Name","2721610","RxNav"
"herzuma","RxNav Brand Name","2107054","RxNav"
"hespan","RxNav Brand Name","202661","RxNav"
"hetlioz","RxNav Brand Name","1491619","RxNav"
"hexa-caine","RxNav Brand Name","1193402","RxNav"
"hexatrione","RxNav Brand Name","2539177","RxNav"
"hextend","RxNav Brand Name","352688","RxNav"
"hiberix","RxNav Brand Name","683648","RxNav"
"hibiclens","RxNav Brand Name","224892","RxNav"
"hiprex","RxNav Brand Name","151856","RxNav"
"hivetic","RxNav Brand Name","1236099","RxNav"
"hizentra","RxNav Brand Name","902750","RxNav"
"homatropaire","RxNav Brand Name","604021","RxNav"
"hongo killer","RxNav Brand Name","1085554","RxNav"
"hongo killer antifungal","RxNav Brand Name","1101779","RxNav"
"hongo killer treatment","RxNav Brand Name","1101788","RxNav"
"hongo killer ultra","RxNav Brand Name","1088741","RxNav"
"hooflex","RxNav Brand Name","1311794","RxNav"
"horizant","RxNav Brand Name","1095698","RxNav"
"horseman's dream fung-a-way","RxNav Brand Name","1012515","RxNav"
"hulio","RxNav Brand Name","2640406","RxNav"
"humalog","RxNav Brand Name","135805","RxNav"
"humalog mix","RxNav Brand Name","261542","RxNav"
"human albumin grifols","RxNav Brand Name","603571","RxNav"
"humate-p","RxNav Brand Name","42729","RxNav"
"humatin","RxNav Brand Name","227565","RxNav"
"humatrope","RxNav Brand Name","197123","RxNav"
"humira","RxNav Brand Name","353484","RxNav"
"humulin","RxNav Brand Name","1372744","RxNav"
"humulin n","RxNav Brand Name","92880","RxNav"
"humulin r","RxNav Brand Name","92881","RxNav"
"hurricaine","RxNav Brand Name","258349","RxNav"
"hy-kxp","RxNav Brand Name","405132","RxNav"
"hyalgan","RxNav Brand Name","154682","RxNav"
"hyalovet","RxNav Brand Name","95688","RxNav"
"hybrisil","RxNav Brand Name","1100388","RxNav"
"hycamtin","RxNav Brand Name","203472","RxNav"
"hycet","RxNav Brand Name","542941","RxNav"
"hycodan","RxNav Brand Name","992657","RxNav"
"hycofenix","RxNav Brand Name","1651559","RxNav"
"hydra-neb","RxNav Brand Name","2709005","RxNav"
"hydrasyn25","RxNav Brand Name","1428954","RxNav"
"hydravol","RxNav Brand Name","2107602","RxNav"
"hydrea","RxNav Brand Name","151871","RxNav"
"hydro 35","RxNav Brand Name","849647","RxNav"
"hydro 40","RxNav Brand Name","727272","RxNav"
"hydrocil","RxNav Brand Name","217612","RxNav"
"hydromet","RxNav Brand Name","151875","RxNav"
"hyftor","RxNav Brand Name","2596865","RxNav"
"hylenex","RxNav Brand Name","615870","RxNav"
"hylira","RxNav Brand Name","636062","RxNav"
"hymovis","RxNav Brand Name","2109977","RxNav"
"hympavzi","RxNav Brand Name","2697141","RxNav"
"hyophen","RxNav Brand Name","1037229","RxNav"
"hyper-sal","RxNav Brand Name","707344","RxNav"
"hypercare","RxNav Brand Name","605659","RxNav"
"hyperhep b","RxNav Brand Name","615872","RxNav"
"hyperrab","RxNav Brand Name","583496","RxNav"
"hyperrho","RxNav Brand Name","898569","RxNav"
"hypertet","RxNav Brand Name","1087392","RxNav"
"hypotears","RxNav Brand Name","227192","RxNav"
"hyrimoz","RxNav Brand Name","2641646","RxNav"
"hyrnuo","RxNav Brand Name","2728193","RxNav"
"hysept","RxNav Brand Name","1299630","RxNav"
"hysingla","RxNav Brand Name","1595731","RxNav"
"hyskon","RxNav Brand Name","5626","RxNav"
"hyvisc","RxNav Brand Name","2599629","RxNav"
"hyzaar","RxNav Brand Name","217681","RxNav"
"ibrance","RxNav Brand Name","1601381","RxNav"
"ibsrela","RxNav Brand Name","2199680","RxNav"
"ibtrozi","RxNav Brand Name","2716926","RxNav"
"ibu","RxNav Brand Name","217693","RxNav"
"ibudone","RxNav Brand Name","1372755","RxNav"
"ibuprohm","RxNav Brand Name","850404","RxNav"
"icar","RxNav Brand Name","262123","RxNav"
"icar c","RxNav Brand Name","1088866","RxNav"
"icar-c plus","RxNav Brand Name","1087415","RxNav"
"iclusig","RxNav Brand Name","1364353","RxNav"
"icotyde","RxNav Brand Name","2739037","RxNav"
"idacio","RxNav Brand Name","2640853","RxNav"
"idamycin","RxNav Brand Name","224952","RxNav"
"idelvion","RxNav Brand Name","1743995","RxNav"
"idhifa","RxNav Brand Name","1940338","RxNav"
"idose","RxNav Brand Name","2672089","RxNav"
"idvynso","RxNav Brand Name","2741695","RxNav"
"iferex","RxNav Brand Name","1038807","RxNav"
"iferex 150 forte","RxNav Brand Name","615878","RxNav"
"ifex","RxNav Brand Name","217701","RxNav"
"igalmi","RxNav Brand Name","2601120","RxNav"
"iheezo","RxNav Brand Name","2613957","RxNav"
"ilaris","RxNav Brand Name","853495","RxNav"
"ilevro","RxNav Brand Name","1365862","RxNav"
"ilex skin","RxNav Brand Name","217709","RxNav"
"ilumya","RxNav Brand Name","2053454","RxNav"
"iluvien","RxNav Brand Name","1552352","RxNav"
"imaavy","RxNav Brand Name","2712701","RxNav"
"imbruvica","RxNav Brand Name","1442987","RxNav"
"imcivree","RxNav Brand Name","2469347","RxNav"
"imdelltra","RxNav Brand Name","2682962","RxNav"
"imfinzi","RxNav Brand Name","1919508","RxNav"
"imitrex","RxNav Brand Name","217713","RxNav"
"imizol","RxNav Brand Name","1740255","RxNav"
"imjudo","RxNav Brand Name","2619319","RxNav"
"imkeldi","RxNav Brand Name","2699832","RxNav"
"imlygic","RxNav Brand Name","1721279","RxNav"
"immphentiv","RxNav Brand Name","2634229","RxNav"
"imodium","RxNav Brand Name","151889","RxNav"
"imodium advanced","RxNav Brand Name","217717","RxNav"
"imodium multi-symptom relief","RxNav Brand Name","1426822","RxNav"
"imogam","RxNav Brand Name","1652835","RxNav"
"imovax","RxNav Brand Name","1659730","RxNav"
"imoxi","RxNav Brand Name","2468053","RxNav"
"impavido","RxNav Brand Name","1495065","RxNav"
"impeklo","RxNav Brand Name","2462145","RxNav"
"impoyz","RxNav Brand Name","1995456","RxNav"
"improvest","RxNav Brand Name","1191673","RxNav"
"imuldosa","RxNav Brand Name","2717069","RxNav"
"imuran","RxNav Brand Name","202559","RxNav"
"imvexxy","RxNav Brand Name","2048903","RxNav"
"inbrija","RxNav Brand Name","2107617","RxNav"
"increlex","RxNav Brand Name","614390","RxNav"
"increxxa","RxNav Brand Name","2481143","RxNav"
"incruse","RxNav Brand Name","1539881","RxNav"
"incurin","RxNav Brand Name","1299226","RxNav"
"inderal","RxNav Brand Name","151890","RxNav"
"indocin","RxNav Brand Name","203365","RxNav"
"infanrix","RxNav Brand Name","224903","RxNav"
"infasurf","RxNav Brand Name","232538","RxNav"
"infed","RxNav Brand Name","217731","RxNav"
"inflammation otc bruise","RxNav Brand Name","1148415","RxNav"
"inflammation otc deep pain care","RxNav Brand Name","1148409","RxNav"
"inflammation otc deep pain care hot","RxNav Brand Name","1148424","RxNav"
"inflectra","RxNav Brand Name","1790542","RxNav"
"infugem","RxNav Brand Name","2058859","RxNav"
"infumorph","RxNav Brand Name","203358","RxNav"
"infuvite","RxNav Brand Name","1304560","RxNav"
"infuvite pediatric","RxNav Brand Name","1305218","RxNav"
"ingrezza","RxNav Brand Name","1918225","RxNav"
"injectafer","RxNav Brand Name","1435170","RxNav"
"inlexzo","RxNav Brand Name","2723387","RxNav"
"inluriyo","RxNav Brand Name","2725918","RxNav"
"inlyta","RxNav Brand Name","1243005","RxNav"
"inmazeb","RxNav Brand Name","2461531","RxNav"
"innopran","RxNav Brand Name","856468","RxNav"
"inomax","RxNav Brand Name","405139","RxNav"
"inon ace solution","RxNav Brand Name","1246298","RxNav"
"inon ace tablet","RxNav Brand Name","1235451","RxNav"
"inova","RxNav Brand Name","669491","RxNav"
"inova 8-2","RxNav Brand Name","856438","RxNav"
"inpefa","RxNav Brand Name","2638684","RxNav"
"inqovi","RxNav Brand Name","2384459","RxNav"
"inrebic","RxNav Brand Name","2197496","RxNav"
"inspra","RxNav Brand Name","342280","RxNav"
"insta-char","RxNav Brand Name","217743","RxNav"
"insta-glucose","RxNav Brand Name","92972","RxNav"
"instacort","RxNav Brand Name","405149","RxNav"
"integra f","RxNav Brand Name","999736","RxNav"
"intelence","RxNav Brand Name","758552","RxNav"
"interceptor","RxNav Brand Name","95758","RxNav"
"interceptor plus","RxNav Brand Name","2058476","RxNav"
"intestinex","RxNav Brand Name","1090746","RxNav"
"intralipid","RxNav Brand Name","227582","RxNav"
"intrarosa","RxNav Brand Name","1927689","RxNav"
"intuniv","RxNav Brand Name","862007","RxNav"
"invanz","RxNav Brand Name","352721","RxNav"
"invega","RxNav Brand Name","686438","RxNav"
"inveltys","RxNav Brand Name","2055282","RxNav"
"inversedine","RxNav Brand Name","2686037","RxNav"
"invokamet","RxNav Brand Name","1545151","RxNav"
"invokana","RxNav Brand Name","1373464","RxNav"
"inzirqo","RxNav Brand Name","2704013","RxNav"
"inzo","RxNav Brand Name","1090751","RxNav"
"io-blend","RxNav Brand Name","1245921","RxNav"
"io-shield","RxNav Brand Name","991285","RxNav"
"iodip","RxNav Brand Name","1486179","RxNav"
"iodoflex","RxNav Brand Name","731416","RxNav"
"iodopen","RxNav Brand Name","217757","RxNav"
"iodoshield","RxNav Brand Name","999919","RxNav"
"iodosorb","RxNav Brand Name","51470","RxNav"
"ionil plus","RxNav Brand Name","217768","RxNav"
"ionil t","RxNav Brand Name","217769","RxNav"
"ionosol-mb","RxNav Brand Name","800645","RxNav"
"ionsys","RxNav Brand Name","1666832","RxNav"
"iopidine","RxNav Brand Name","151908","RxNav"
"iosat","RxNav Brand Name","1111700","RxNav"
"ipm wound","RxNav Brand Name","1491507","RxNav"
"ipol","RxNav Brand Name","287617","RxNav"
"iprivask","RxNav Brand Name","383613","RxNav"
"iqirvo","RxNav Brand Name","2684947","RxNav"
"irenka","RxNav Brand Name","1652064","RxNav"
"iressa","RxNav Brand Name","281883","RxNav"
"irospan tablet","RxNav Brand Name","1102203","RxNav"
"isentress","RxNav Brand Name","744843","RxNav"
"isochron","RxNav Brand Name","352728","RxNav"
"isoditrate","RxNav Brand Name","979538","RxNav"
"isolyte p","RxNav Brand Name","800809","RxNav"
"isolyte s","RxNav Brand Name","217806","RxNav"
"isolyte s in 5 % dextrose","RxNav Brand Name","1189612","RxNav"
"isoptin","RxNav Brand Name","203489","RxNav"
"isopto alkaline","RxNav Brand Name","217815","RxNav"
"isopto atropine","RxNav Brand Name","92995","RxNav"
"isopto carbachol","RxNav Brand Name","92996","RxNav"
"isoptocarpine","RxNav Brand Name","6055","RxNav"
"isordil","RxNav Brand Name","151187","RxNav"
"isosol","RxNav Brand Name","1549859","RxNav"
"isospire","RxNav Brand Name","2628927","RxNav"
"istalol","RxNav Brand Name","542509","RxNav"
"istodax","RxNav Brand Name","877436","RxNav"
"isturisa","RxNav Brand Name","2286276","RxNav"
"isuprel","RxNav Brand Name","1299683","RxNav"
"itch-x","RxNav Brand Name","217826","RxNav"
"ithappenz","RxNav Brand Name","2632737","RxNav"
"itovebi","RxNav Brand Name","2695428","RxNav"
"itvisma","RxNav Brand Name","2727309","RxNav"
"iverhart","RxNav Brand Name","2205731","RxNav"
"iverhart plus","RxNav Brand Name","2733743","RxNav"
"ivermax","RxNav Brand Name","894872","RxNav"
"ivermax plus","RxNav Brand Name","966740","RxNav"
"ivizia","RxNav Brand Name","2586182","RxNav"
"ivomec","RxNav Brand Name","995490","RxNav"
"ivomec plus","RxNav Brand Name","855489","RxNav"
"ivra","RxNav Brand Name","2708999","RxNav"
"ivy dry super continuous spray","RxNav Brand Name","1290941","RxNav"
"ivy-dry cream","RxNav Brand Name","753292","RxNav"
"iwilfin","RxNav Brand Name","2673200","RxNav"
"ixchiq","RxNav Brand Name","2673243","RxNav"
"ixempra","RxNav Brand Name","744825","RxNav"
"ixiaro","RxNav Brand Name","845529","RxNav"
"ixinity","RxNav Brand Name","1666324","RxNav"
"iyuzeh","RxNav Brand Name","2642280","RxNav"
"izervay","RxNav Brand Name","2645114","RxNav"
"jadenu","RxNav Brand Name","1607785","RxNav"
"jakafi","RxNav Brand Name","1193332","RxNav"
"jalyn","RxNav Brand Name","996098","RxNav"
"jantoven","RxNav Brand Name","405155","RxNav"
"janumet","RxNav Brand Name","1372738","RxNav"
"januvia","RxNav Brand Name","638596","RxNav"
"jardiance","RxNav Brand Name","1545659","RxNav"
"jascayd","RxNav Brand Name","2725529","RxNav"
"jatenzo","RxNav Brand Name","2121771","RxNav"
"javadin","RxNav Brand Name","2725555","RxNav"
"javygtor","RxNav Brand Name","2611946","RxNav"
"jaypirca","RxNav Brand Name","2629344","RxNav"
"jaythari","RxNav Brand Name","2716699","RxNav"
"jelmyto","RxNav Brand Name","2375819","RxNav"
"jemperli","RxNav Brand Name","2539973","RxNav"
"jentadueto","RxNav Brand Name","1372706","RxNav"
"jesduvroq","RxNav Brand Name","2628216","RxNav"
"jet-alert","RxNav Brand Name","1595302","RxNav"
"jeuveau","RxNav Brand Name","2117872","RxNav"
"jevantique","RxNav Brand Name","1116549","RxNav"
"jevtana","RxNav Brand Name","996055","RxNav"
"jinteli","RxNav Brand Name","1090993","RxNav"
"jivi","RxNav Brand Name","2055660","RxNav"
"jobevne","RxNav Brand Name","2712050","RxNav"
"jock-eze","RxNav Brand Name","2467736","RxNav"
"joenja","RxNav Brand Name","2633016","RxNav"
"joint formula 88 max plus","RxNav Brand Name","1432867","RxNav"
"jointflex","RxNav Brand Name","1356305","RxNav"
"jornay","RxNav Brand Name","2168839","RxNav"
"journavx","RxNav Brand Name","2704834","RxNav"
"jubbonti","RxNav Brand Name","2715515","RxNav"
"jublia","RxNav Brand Name","1539758","RxNav"
"julie","RxNav Brand Name","2606544","RxNav"
"juluca","RxNav Brand Name","1989501","RxNav"
"juxtapid","RxNav Brand Name","1364485","RxNav"
"jylamvo","RxNav Brand Name","2671457","RxNav"
"jynarque","RxNav Brand Name","2044350","RxNav"
"jynneos","RxNav Brand Name","2464828","RxNav"
"k-phos","RxNav Brand Name","542409","RxNav"
"k-phos neutral","RxNav Brand Name","217852","RxNav"
"k-phos no 2","RxNav Brand Name","217853","RxNav"
"k-tab","RxNav Brand Name","93028","RxNav"
"kadcyla","RxNav Brand Name","1371046","RxNav"
"kadian","RxNav Brand Name","203240","RxNav"
"kalbitor","RxNav Brand Name","884699","RxNav"
"kaletra","RxNav Brand Name","284756","RxNav"
"kalydeco","RxNav Brand Name","1243047","RxNav"
"kanjinti","RxNav Brand Name","2174805","RxNav"
"kanuma","RxNav Brand Name","1726980","RxNav"
"kaopectate reformulated aug 2006","RxNav Brand Name","659118","RxNav"
"kapspargo","RxNav Brand Name","2047761","RxNav"
"kapvay","RxNav Brand Name","1013931","RxNav"
"karbinal","RxNav Brand Name","1374771","RxNav"
"katerzia","RxNav Brand Name","2184121","RxNav"
"katinko","RxNav Brand Name","1045372","RxNav"
"kazano","RxNav Brand Name","1372692","RxNav"
"kbrovet","RxNav Brand Name","1251696","RxNav"
"kcentra","RxNav Brand Name","1484959","RxNav"
"kebilidi","RxNav Brand Name","2698773","RxNav"
"kedbumin","RxNav Brand Name","1115485","RxNav"
"kedrab","RxNav Brand Name","1992532","RxNav"
"keepan","RxNav Brand Name","1246624","RxNav"
"keflex","RxNav Brand Name","203167","RxNav"
"kenalog","RxNav Brand Name","202877","RxNav"
"kengreal","RxNav Brand Name","1656057","RxNav"
"kepivance","RxNav Brand Name","545354","RxNav"
"keppra","RxNav Brand Name","261547","RxNav"
"kera nail","RxNav Brand Name","1491517","RxNav"
"kera-42","RxNav Brand Name","1491512","RxNav"
"kera-hc","RxNav Brand Name","1314928","RxNav"
"keralac","RxNav Brand Name","543367","RxNav"
"keralyt","RxNav Brand Name","28166","RxNav"
"keralyt 5","RxNav Brand Name","1442401","RxNav"
"keratolux (piroctone)","RxNav Brand Name","2171133","RxNav"
"kerendia","RxNav Brand Name","2562817","RxNav"
"kerydin","RxNav Brand Name","1543178","RxNav"
"kesimpta","RxNav Brand Name","2390950","RxNav"
"kesium","RxNav Brand Name","2697440","RxNav"
"ketalar","RxNav Brand Name","6129","RxNav"
"ketaset","RxNav Brand Name","1087923","RxNav"
"keto-c","RxNav Brand Name","1797507","RxNav"
"ketochlor","RxNav Brand Name","1482658","RxNav"
"ketodan","RxNav Brand Name","1300268","RxNav"
"ketofen","RxNav Brand Name","1551478","RxNav"
"ketomed","RxNav Brand Name","2588950","RxNav"
"keveyis","RxNav Brand Name","1661794","RxNav"
"kevzara","RxNav Brand Name","1923334","RxNav"
"keystone","RxNav Brand Name","1038852","RxNav"
"keytruda","RxNav Brand Name","1547550","RxNav"
"keytruda qlex","RxNav Brand Name","2723764","RxNav"
"khapzory","RxNav Brand Name","2106369","RxNav"
"khedezla","RxNav Brand Name","1435475","RxNav"
"khindivi","RxNav Brand Name","2716551","RxNav"
"kid's choice","RxNav Brand Name","1037031","RxNav"
"kids-eeze allergy","RxNav Brand Name","1111092","RxNav"
"kids-eeze chest relief","RxNav Brand Name","1111096","RxNav"
"kimmtrak","RxNav Brand Name","2590750","RxNav"
"kimyrsa","RxNav Brand Name","2532362","RxNav"
"kinerase","RxNav Brand Name","1088872","RxNav"
"kineret","RxNav Brand Name","352734","RxNav"
"kinevac","RxNav Brand Name","227295","RxNav"
"kinlytic","RxNav Brand Name","763567","RxNav"
"kinrix","RxNav Brand Name","801721","RxNav"
"kionex","RxNav Brand Name","284757","RxNav"
"kiprofen","RxNav Brand Name","2673859","RxNav"
"kirsty","RxNav Brand Name","2720524","RxNav"
"kisqali","RxNav Brand Name","1873984","RxNav"
"kisunla","RxNav Brand Name","2687974","RxNav"
"kitabis","RxNav Brand Name","1596026","RxNav"
"klaron","RxNav Brand Name","217903","RxNav"
"kleer plex","RxNav Brand Name","1591991","RxNav"
"klentz","RxNav Brand Name","2732204","RxNav"
"klisyri","RxNav Brand Name","2471096","RxNav"
"klonopin","RxNav Brand Name","202585","RxNav"
"klor-con","RxNav Brand Name","217905","RxNav"
"klor-con/ef","RxNav Brand Name","217909","RxNav"
"kloxxado","RxNav Brand Name","2540704","RxNav"
"koate","RxNav Brand Name","1718966","RxNav"
"kodatef","RxNav Brand Name","2705370","RxNav"
"kofal","RxNav Brand Name","2273240","RxNav"
"kogenate","RxNav Brand Name","70058","RxNav"
"koldets cough drop","RxNav Brand Name","1146108","RxNav"
"kolorz","RxNav Brand Name","688394","RxNav"
"kolorz anesthetic","RxNav Brand Name","856881","RxNav"
"kombiglyze","RxNav Brand Name","1372730","RxNav"
"komzifti","RxNav Brand Name","2725991","RxNav"
"kondremul plain","RxNav Brand Name","217916","RxNav"
"konsyl","RxNav Brand Name","151944","RxNav"
"konvomep","RxNav Brand Name","2625145","RxNav"
"kool-down","RxNav Brand Name","2108916","RxNav"
"kopertox","RxNav Brand Name","1382805","RxNav"
"korlym","RxNav Brand Name","1245263","RxNav"
"korsuva","RxNav Brand Name","2569096","RxNav"
"koselugo","RxNav Brand Name","2289419","RxNav"
"kourzeq","RxNav Brand Name","2665610","RxNav"
"kovaltry","RxNav Brand Name","1743370","RxNav"
"kovanaze","RxNav Brand Name","1809051","RxNav"
"krazati","RxNav Brand Name","2625918","RxNav"
"kresladi","RxNav Brand Name","2740388","RxNav"
"krintafel","RxNav Brand Name","2109234","RxNav"
"kristalose","RxNav Brand Name","217928","RxNav"
"krystexxa","RxNav Brand Name","1011654","RxNav"
"kuric","RxNav Brand Name","604648","RxNav"
"kuvan","RxNav Brand Name","751628","RxNav"
"kybella","RxNav Brand Name","1649976","RxNav"
"kygevvi","RxNav Brand Name","2737536","RxNav"
"kyleena","RxNav Brand Name","1856533","RxNav"
"kymbee","RxNav Brand Name","2725486","RxNav"
"kymriah","RxNav Brand Name","1986443","RxNav"
"kynamro","RxNav Brand Name","1367844","RxNav"
"kynmobi","RxNav Brand Name","2371044","RxNav"
"kyprolis","RxNav Brand Name","1302971","RxNav"
"kyxata","RxNav Brand Name","2721598","RxNav"
"kyzatrex","RxNav Brand Name","2609598","RxNav"
"l-formula","RxNav Brand Name","643139","RxNav"
"lac-hydrin","RxNav Brand Name","217944","RxNav"
"lacrisert","RxNav Brand Name","51879","RxNav"
"lactaid","RxNav Brand Name","795807","RxNav"
"lacticare","RxNav Brand Name","217950","RxNav"
"lactinol","RxNav Brand Name","217952","RxNav"
"lactocal","RxNav Brand Name","1116180","RxNav"
"lagevrio","RxNav Brand Name","2603735","RxNav"
"lagicam","RxNav Brand Name","1439998","RxNav"
"lamictal","RxNav Brand Name","196502","RxNav"
"lamisil","RxNav Brand Name","217956","RxNav"
"lamisil defense","RxNav Brand Name","692846","RxNav"
"lampit","RxNav Brand Name","2397986","RxNav"
"lamzede","RxNav Brand Name","2630730","RxNav"
"lanabiotic","RxNav Brand Name","261550","RxNav"
"lanacane","RxNav Brand Name","1039169","RxNav"
"lanashield","RxNav Brand Name","1552266","RxNav"
"lanoxin","RxNav Brand Name","202988","RxNav"
"lansinoh","RxNav Brand Name","608814","RxNav"
"lantidra","RxNav Brand Name","2642266","RxNav"
"lantiseptic","RxNav Brand Name","1038918","RxNav"
"lantiseptic multi-purpose","RxNav Brand Name","1039035","RxNav"
"lantus","RxNav Brand Name","261551","RxNav"
"lasix","RxNav Brand Name","202991","RxNav"
"lasolex","RxNav Brand Name","2735130","RxNav"
"lasolex liquid","RxNav Brand Name","2739320","RxNav"
"lastacaft","RxNav Brand Name","1000086","RxNav"
"latisse","RxNav Brand Name","831948","RxNav"
"latuda","RxNav Brand Name","1040032","RxNav"
"laverdia","RxNav Brand Name","2539299","RxNav"
"laxacin","RxNav Brand Name","2106879","RxNav"
"laxomil","RxNav Brand Name","2719711","RxNav"
"lazcluze","RxNav Brand Name","2691157","RxNav"
"legatrin pm","RxNav Brand Name","217990","RxNav"
"legend","RxNav Brand Name","891137","RxNav"
"lemtrada","RxNav Brand Name","1594659","RxNav"
"lenmeldy","RxNav Brand Name","2677922","RxNav"
"lentocilin","RxNav Brand Name","2684986","RxNav"
"lenvima","RxNav Brand Name","1792372","RxNav"
"lenzagel","RxNav Brand Name","1373138","RxNav"
"lenzapatch","RxNav Brand Name","1373131","RxNav"
"leqembi","RxNav Brand Name","2626149","RxNav"
"leqselvi","RxNav Brand Name","2716564","RxNav"
"leqvio","RxNav Brand Name","2588265","RxNav"
"lerochol","RxNav Brand Name","2729469","RxNav"
"lescol","RxNav Brand Name","151972","RxNav"
"letairis","RxNav Brand Name","722117","RxNav"
"letybo","RxNav Brand Name","2689291","RxNav"
"leukeran","RxNav Brand Name","202994","RxNav"
"leukine","RxNav Brand Name","203878","RxNav"
"levafen","RxNav Brand Name","1921139","RxNav"
"levaquin","RxNav Brand Name","217992","RxNav"
"levbid","RxNav Brand Name","217993","RxNav"
"levemir","RxNav Brand Name","400560","RxNav"
"levitra","RxNav Brand Name","356884","RxNav"
"levo-t","RxNav Brand Name","217996","RxNav"
"levophed","RxNav Brand Name","227559","RxNav"
"levoxyl","RxNav Brand Name","218002","RxNav"
"levsin","RxNav Brand Name","218003","RxNav"
"levulan","RxNav Brand Name","469967","RxNav"
"lexapro","RxNav Brand Name","352741","RxNav"
"lexette","RxNav Brand Name","2106581","RxNav"
"lexinal","RxNav Brand Name","1659898","RxNav"
"lexiva","RxNav Brand Name","402108","RxNav"
"lialda","RxNav Brand Name","686430","RxNav"
"libervant","RxNav Brand Name","2682565","RxNav"
"librax","RxNav Brand Name","28697","RxNav"
"libtayo","RxNav Brand Name","2058831","RxNav"
"licart","RxNav Brand Name","2385121","RxNav"
"lido king","RxNav Brand Name","2263888","RxNav"
"lidocan","RxNav Brand Name","2642340","RxNav"
"lidocare","RxNav Brand Name","1858270","RxNav"
"lidocream","RxNav Brand Name","753297","RxNav"
"lidoderm","RxNav Brand Name","261555","RxNav"
"lidoguard","RxNav Brand Name","2716398","RxNav"
"lidoguard pain relief","RxNav Brand Name","2717282","RxNav"
"lidopatch","RxNav Brand Name","1249759","RxNav"
"lidopro","RxNav Brand Name","1425506","RxNav"
"lidopro pain relieving patch","RxNav Brand Name","2675621","RxNav"
"lidopro patch","RxNav Brand Name","1599297","RxNav"
"lidostat","RxNav Brand Name","1426998","RxNav"
"lidotral","RxNav Brand Name","1723992","RxNav"
"lidotran","RxNav Brand Name","2611974","RxNav"
"lidozen","RxNav Brand Name","1939336","RxNav"
"lidum","RxNav Brand Name","1037264","RxNav"
"lifyorli","RxNav Brand Name","2739543","RxNav"
"lignospan","RxNav Brand Name","544473","RxNav"
"likmez","RxNav Brand Name","2667643","RxNav"
"liletta","RxNav Brand Name","1605253","RxNav"
"lincobac","RxNav Brand Name","1540026","RxNav"
"lincocin","RxNav Brand Name","287531","RxNav"
"lincomed","RxNav Brand Name","656855","RxNav"
"ling nam ultra balm","RxNav Brand Name","1433201","RxNav"
"linzess","RxNav Brand Name","1307410","RxNav"
"liomny","RxNav Brand Name","2723575","RxNav"
"lioresal","RxNav Brand Name","202996","RxNav"
"lipitor","RxNav Brand Name","153165","RxNav"
"lipocaine","RxNav Brand Name","2120171","RxNav"
"lipofen","RxNav Brand Name","615906","RxNav"
"liq-10","RxNav Brand Name","1088927","RxNav"
"liqrev","RxNav Brand Name","2637051","RxNav"
"liqsorb","RxNav Brand Name","727279","RxNav"
"liquamycin","RxNav Brand Name","631399","RxNav"
"liqui-vict 2x","RxNav Brand Name","1373116","RxNav"
"liquibid","RxNav Brand Name","218036","RxNav"
"liquimat","RxNav Brand Name","1541929","RxNav"
"listerine","RxNav Brand Name","1038905","RxNav"
"listerine antiseptic","RxNav Brand Name","1043620","RxNav"
"listerine ultraclean","RxNav Brand Name","2043297","RxNav"
"lite 'n foamy","RxNav Brand Name","1493156","RxNav"
"litfulo","RxNav Brand Name","2641602","RxNav"
"lithobid","RxNav Brand Name","203321","RxNav"
"lithostat","RxNav Brand Name","52110","RxNav"
"little fevers","RxNav Brand Name","1013857","RxNav"
"little noses","RxNav Brand Name","218051","RxNav"
"little noses decongestant","RxNav Brand Name","669264","RxNav"
"little ouchies","RxNav Brand Name","1039224","RxNav"
"little tummys","RxNav Brand Name","218052","RxNav"
"livalo","RxNav Brand Name","861612","RxNav"
"livdelzi","RxNav Brand Name","2690876","RxNav"
"livmarli","RxNav Brand Name","2571080","RxNav"
"livtencity","RxNav Brand Name","2586074","RxNav"
"lmx","RxNav Brand Name","1011859","RxNav"
"loargys","RxNav Brand Name","2738657","RxNav"
"locoid","RxNav Brand Name","52147","RxNav"
"lodine","RxNav Brand Name","202998","RxNav"
"lodoco","RxNav Brand Name","2663983","RxNav"
"lodosyn","RxNav Brand Name","203437","RxNav"
"lofena","RxNav Brand Name","2584345","RxNav"
"lokara","RxNav Brand Name","405178","RxNav"
"lokelma","RxNav Brand Name","2047634","RxNav"
"lollicaine","RxNav Brand Name","1942184","RxNav"
"lomaira","RxNav Brand Name","1810299","RxNav"
"lomotil","RxNav Brand Name","28874","RxNav"
